"graph","group","pdb","chain","ligand"
1112,4,"AT3G48560.1_ranked_2","A","B"
1113,5,"AT3G48560.1_ranked_2","A","B"
1114,17,"AT3G48560.1_ranked_2","A","B"
1115,1,"AT3G48560.1_ranked_2","A","B"
1116,12,"AT3G58140.1_ranked_0","A","B"
1117,6,"AT3G58140.1_ranked_0","A","B"
1118,7,"AT3G58140.1_ranked_0","A","B"
1119,4,"AT3G58140.1_ranked_0","A","B"
1120,13,"AT3G58140.1_ranked_0","A","B"
1121,1,"AT3G58140.1_ranked_0","A","B"
1122,15,"AT3G58140.1_ranked_0","A","B"
1123,6,"AT3G58140.1_ranked_0","A","B"
1124,7,"AT3G58140.1_ranked_0","A","B"
1125,3,"AT3G58140.1_ranked_1","A","B"
1126,13,"AT3G58140.1_ranked_1","A","B"
1127,7,"AT3G58140.1_ranked_1","A","B"
1128,3,"AT3G58140.1_ranked_1","A","B"
1129,6,"AT3G58140.1_ranked_1","A","B"
1130,3,"AT3G58140.1_ranked_1","A","B"
1131,7,"AT3G58140.1_ranked_1","A","B"
1132,7,"AT3G58140.1_ranked_1","A","B"
1133,3,"AT3G58140.1_ranked_1","A","B"
1134,3,"AT3G58140.1_ranked_1","A","B"
1135,4,"AT3G58140.1_ranked_1","A","B"
1136,14,"AT3G58140.1_ranked_2","A","B"
1137,4,"AT3G58140.1_ranked_2","A","B"
1138,13,"AT3G58140.1_ranked_2","A","B"
1139,6,"AT3G58140.1_ranked_2","A","B"
1140,15,"AT3G58140.1_ranked_2","A","B"
1141,1,"AT3G58140.1_ranked_2","A","B"
1142,4,"AT3G58140.1_ranked_2","A","B"
1143,9,"AT3G58140.1_ranked_2","A","B"
1144,15,"AT3G58140.1_ranked_2","A","B"
1145,6,"AT4G02520.1_ranked_0","A","B"
1146,3,"AT4G02520.1_ranked_0","A","B"
1147,3,"AT4G02520.1_ranked_0","A","B"
1148,13,"AT4G02520.1_ranked_0","A","B"
1149,15,"AT4G02520.1_ranked_0","A","B"
1150,8,"AT4G02520.1_ranked_0","A","B"
1151,3,"AT4G02520.1_ranked_0","A","B"
1152,13,"AT4G02520.1_ranked_0","A","B"
1153,3,"AT4G02520.1_ranked_0","A","B"
1154,13,"AT4G02520.1_ranked_0","A","B"
1155,3,"AT4G02520.1_ranked_0","A","B"
1156,13,"AT4G02520.1_ranked_1","A","B"
1157,1,"AT4G02520.1_ranked_1","A","B"
1158,3,"AT4G02520.1_ranked_1","A","B"
1159,1,"AT4G02520.1_ranked_1","A","B"
1160,13,"AT4G02520.1_ranked_1","A","B"
1161,4,"AT4G02520.1_ranked_1","A","B"
1162,6,"AT4G02520.1_ranked_1","A","B"
1163,6,"AT4G02520.1_ranked_1","A","B"
1164,17,"AT4G02520.1_ranked_1","A","B"
1165,4,"AT4G02520.1_ranked_1","A","B"
1166,8,"AT4G02520.1_ranked_1","A","B"
1167,3,"AT4G02520.1_ranked_1","A","B"
1168,3,"AT4G02520.1_ranked_1","A","B"
1169,3,"AT4G02520.1_ranked_1","A","B"
1170,13,"AT4G02520.1_ranked_1","A","B"
1171,12,"AT4G02520.1_ranked_2","A","B"
1172,2,"AT4G02520.1_ranked_2","A","B"
1173,3,"AT4G02520.1_ranked_2","A","B"
1174,12,"AT4G02520.1_ranked_2","A","B"
1175,6,"AT4G02520.1_ranked_2","A","B"
1176,1,"AT4G02520.1_ranked_2","A","B"
1177,1,"AT4G02520.1_ranked_2","A","B"
1178,4,"AT4G02520.1_ranked_2","A","B"
1179,3,"AT4G02520.1_ranked_2","A","B"
1180,3,"AT4G02520.1_ranked_2","A","B"
1181,13,"AT4G02520.1_ranked_2","A","B"
1182,8,"AT4G02520.1_ranked_2","A","B"
1183,4,"AT4G02520.1_ranked_2","A","B"
1184,1,"AT4G02520.1_ranked_2","A","B"
1185,6,"AT4G13940.1_ranked_0","A","B"
1186,6,"AT4G13940.1_ranked_0","A","B"
1187,14,"AT4G13940.1_ranked_0","A","B"
1188,15,"AT4G13940.1_ranked_0","A","B"
1189,6,"AT4G13940.1_ranked_0","A","B"
1190,1,"AT4G13940.1_ranked_0","A","B"
1191,3,"AT4G13940.1_ranked_0","A","B"
1192,7,"AT4G13940.1_ranked_0","A","B"
1193,12,"AT4G16143.1_ranked_0","A","B"
1194,6,"AT4G16143.1_ranked_0","A","B"
1195,2,"AT4G16143.1_ranked_0","A","B"
1196,6,"AT4G16143.1_ranked_0","A","B"
1197,6,"AT4G16143.1_ranked_0","A","B"
1198,6,"AT4G16143.1_ranked_0","A","B"
1199,8,"AT4G16143.1_ranked_0","A","B"
1200,5,"AT4G16143.1_ranked_0","A","B"
1201,6,"AT4G16143.1_ranked_0","A","B"
1202,3,"AT4G16143.1_ranked_0","A","B"
1203,6,"AT4G16143.1_ranked_0","A","B"
1204,13,"AT4G16143.1_ranked_0","A","B"
1205,3,"AT4G16143.1_ranked_0","A","B"
1206,16,"AT4G16143.1_ranked_0","A","B"
1207,6,"AT4G16143.1_ranked_0","A","B"
1208,8,"AT4G16143.1_ranked_0","A","B"
1209,9,"AT4G16143.1_ranked_0","A","B"
1210,13,"AT4G16143.1_ranked_0","A","B"
1211,4,"AT4G16143.1_ranked_0","A","B"
1212,9,"AT4G16143.1_ranked_0","A","B"
1213,6,"AT4G16143.1_ranked_0","A","B"
1214,3,"AT4G16143.1_ranked_0","A","B"
1215,6,"AT4G16143.1_ranked_0","A","B"
1216,6,"AT4G16143.1_ranked_0","A","B"
1217,6,"AT4G16143.1_ranked_0","A","B"
1218,9,"AT4G16143.1_ranked_0","A","B"
1219,9,"AT4G16143.1_ranked_1","A","B"
1220,12,"AT4G16143.1_ranked_1","A","B"
1221,6,"AT4G16143.1_ranked_1","A","B"
1222,1,"AT4G16143.1_ranked_1","A","B"
1223,3,"AT4G16143.1_ranked_1","A","B"
1224,6,"AT4G16143.1_ranked_1","A","B"
1225,14,"AT4G16143.1_ranked_1","A","B"
1226,3,"AT4G16143.1_ranked_1","A","B"
1227,6,"AT4G16143.1_ranked_1","A","B"
1228,13,"AT4G16143.1_ranked_1","A","B"
1229,17,"AT4G16143.1_ranked_1","A","B"
1230,9,"AT4G16143.1_ranked_1","A","B"
1231,8,"AT4G16143.1_ranked_1","A","B"
1232,12,"AT4G16143.1_ranked_1","A","B"
1233,8,"AT4G16143.1_ranked_1","A","B"
1234,16,"AT4G16143.1_ranked_1","A","B"
1235,9,"AT4G16143.1_ranked_1","A","B"
1236,4,"AT4G16143.1_ranked_1","A","B"
1237,9,"AT4G16143.1_ranked_1","A","B"
1238,6,"AT4G16143.1_ranked_1","A","B"
1239,3,"AT4G16143.1_ranked_1","A","B"
1240,6,"AT4G16143.1_ranked_1","A","B"
1241,13,"AT4G16143.1_ranked_1","A","B"
1242,15,"AT4G16143.1_ranked_1","A","B"
1243,17,"AT4G16143.1_ranked_1","A","B"
1244,17,"AT4G16143.1_ranked_2","A","B"
1245,5,"AT4G16143.1_ranked_2","A","B"
1246,6,"AT4G16143.1_ranked_2","A","B"
1247,6,"AT4G16143.1_ranked_2","A","B"
1248,6,"AT4G16143.1_ranked_2","A","B"
1249,6,"AT4G16143.1_ranked_2","A","B"
1250,5,"AT4G16143.1_ranked_2","A","B"
1251,1,"AT4G16143.1_ranked_2","A","B"
1252,3,"AT4G16143.1_ranked_2","A","B"
1253,6,"AT4G16143.1_ranked_2","A","B"
1254,3,"AT4G16143.1_ranked_2","A","B"
1255,6,"AT4G16143.1_ranked_2","A","B"
1256,16,"AT4G16143.1_ranked_2","A","B"
1257,3,"AT4G16143.1_ranked_2","A","B"
1258,9,"AT4G16143.1_ranked_2","A","B"
1259,6,"AT4G16143.1_ranked_2","A","B"
1260,6,"AT4G16143.1_ranked_2","A","B"
1261,3,"AT4G16143.1_ranked_2","A","B"
1262,16,"AT4G16143.1_ranked_2","A","B"
1263,6,"AT4G16143.1_ranked_2","A","B"
1264,14,"AT4G16143.1_ranked_2","A","B"
1265,14,"AT4G16143.1_ranked_2","A","B"
1266,6,"AT4G16143.1_ranked_2","A","B"
1267,12,"AT4G16143.1_ranked_2","A","B"
1268,2,"AT4G16143.1_ranked_2","A","B"
1269,9,"AT4G20360.1_ranked_0","A","B"
1270,3,"AT4G20360.1_ranked_0","A","B"
1271,7,"AT4G20360.1_ranked_0","A","B"
1272,15,"AT4G20360.1_ranked_0","A","B"
1273,6,"AT4G20360.1_ranked_0","A","B"
1274,3,"AT4G20360.1_ranked_0","A","B"
1275,9,"AT4G20360.1_ranked_0","A","B"
1276,15,"AT4G20360.1_ranked_0","A","B"
1277,1,"AT4G20360.1_ranked_0","A","B"
1278,3,"AT4G20360.1_ranked_0","A","B"
1279,9,"AT4G20360.1_ranked_1","A","B"
1280,2,"AT4G20360.1_ranked_1","A","B"
1281,3,"AT4G20360.1_ranked_1","A","B"
1282,6,"AT4G20360.1_ranked_1","A","B"
1283,3,"AT4G20360.1_ranked_1","A","B"
1284,9,"AT4G20360.1_ranked_1","A","B"
1285,12,"AT4G20360.1_ranked_1","A","B"
1286,1,"AT4G20360.1_ranked_1","A","B"
1287,3,"AT4G20360.1_ranked_1","A","B"
1288,3,"AT4G20360.1_ranked_1","A","B"
1289,7,"AT4G20360.1_ranked_1","A","B"
1290,17,"AT4G20360.1_ranked_2","A","B"
1291,8,"AT4G20360.1_ranked_2","A","B"
1292,17,"AT4G20360.1_ranked_2","A","B"
1293,12,"AT4G20360.1_ranked_2","A","B"
1294,3,"AT4G20360.1_ranked_2","A","B"
1295,3,"AT4G20360.1_ranked_2","A","B"
1296,9,"AT4G20360.1_ranked_2","A","B"
1297,6,"AT4G20360.1_ranked_2","A","B"
1298,3,"AT4G20360.1_ranked_2","A","B"
1299,9,"AT4G20360.1_ranked_2","A","B"
1300,9,"AT4G20360.1_ranked_2","A","B"
1301,3,"AT4G20360.1_ranked_2","A","B"
1302,3,"AT4G20360.1_ranked_2","A","B"
1303,3,"AT4G20360.1_ranked_2","A","B"
1304,3,"AT4G20360.1_ranked_2","A","B"
1305,7,"AT4G20360.1_ranked_2","A","B"
1306,15,"AT4G24280.1_ranked_0","A","B"
1307,6,"AT4G24280.1_ranked_0","A","B"
1308,1,"AT4G24280.1_ranked_0","A","B"
1309,3,"AT4G24280.1_ranked_0","A","B"
1310,11,"AT4G24280.1_ranked_0","A","B"
1311,6,"AT4G24280.1_ranked_0","A","B"
1312,3,"AT4G24280.1_ranked_0","A","B"
1313,3,"AT4G24280.1_ranked_0","A","B"
1314,13,"AT4G24280.1_ranked_0","A","B"
1315,1,"AT4G24280.1_ranked_0","A","B"
1316,6,"AT4G24280.1_ranked_0","A","B"
1317,6,"AT4G24280.1_ranked_0","A","B"
1318,3,"AT4G24280.1_ranked_0","A","B"
1319,6,"AT4G24280.1_ranked_0","A","B"
1320,16,"AT4G24280.1_ranked_0","A","B"
1321,1,"AT4G24280.1_ranked_0","A","B"
1322,1,"AT4G24280.1_ranked_0","A","B"
1323,7,"AT4G24280.1_ranked_0","A","B"
1324,9,"AT4G24280.1_ranked_1","A","B"
1325,1,"AT4G24280.1_ranked_1","A","B"
1326,3,"AT4G24280.1_ranked_1","A","B"
1327,12,"AT4G24280.1_ranked_1","A","B"
1328,6,"AT4G24280.1_ranked_1","A","B"
1329,2,"AT4G24280.1_ranked_1","A","B"
1330,15,"AT4G24280.1_ranked_1","A","B"
1331,1,"AT4G24280.1_ranked_1","A","B"
1332,6,"AT4G24280.1_ranked_1","A","B"
1333,6,"AT4G24280.1_ranked_1","A","B"
1334,6,"AT4G24280.1_ranked_1","A","B"
1335,3,"AT4G24280.1_ranked_1","A","B"
1336,6,"AT4G24280.1_ranked_1","A","B"
1337,16,"AT4G24280.1_ranked_1","A","B"
1338,6,"AT4G24280.1_ranked_1","A","B"
1339,17,"AT4G24280.1_ranked_1","A","B"
1340,3,"AT4G24280.1_ranked_1","A","B"
1341,12,"AT4G24280.1_ranked_1","A","B"
1342,9,"AT4G24280.1_ranked_2","A","B"
1343,3,"AT4G24280.1_ranked_2","A","B"
1344,2,"AT4G24280.1_ranked_2","A","B"
1345,3,"AT4G24280.1_ranked_2","A","B"
1346,3,"AT4G24280.1_ranked_2","A","B"
1347,6,"AT4G24280.1_ranked_2","A","B"
1348,1,"AT4G24280.1_ranked_2","A","B"
1349,6,"AT4G24280.1_ranked_2","A","B"
1350,6,"AT4G24280.1_ranked_2","A","B"
1351,6,"AT4G24280.1_ranked_2","A","B"
1352,3,"AT4G24280.1_ranked_2","A","B"
1353,6,"AT4G24280.1_ranked_2","A","B"
1354,16,"AT4G24280.1_ranked_2","A","B"
1355,12,"AT4G24280.1_ranked_2","A","B"
1356,3,"AT4G24280.1_ranked_2","A","B"
1357,6,"AT4G35090.1_ranked_0","A","B"
1358,8,"AT4G35090.1_ranked_1","A","B"
1359,6,"AT4G35090.1_ranked_1","A","B"
1360,13,"AT4G35090.1_ranked_2","A","B"
1361,14,"AT5G08315.1_ranked_0","A","B"
1362,11,"AT5G08315.1_ranked_0","A","B"
1363,13,"AT5G08315.1_ranked_0","A","B"
1364,13,"AT5G08315.1_ranked_0","A","B"
1365,11,"AT5G08315.1_ranked_1","A","B"
1366,3,"AT5G08315.1_ranked_1","A","B"
1367,3,"AT5G08315.1_ranked_1","A","B"
1368,17,"AT5G08315.1_ranked_1","A","B"
1369,6,"AT5G08315.1_ranked_1","A","B"
1370,6,"AT5G08315.1_ranked_1","A","B"
1371,3,"AT5G08315.1_ranked_1","A","B"
1372,3,"AT5G08315.1_ranked_1","A","B"
1373,3,"AT5G08315.1_ranked_2","A","B"
1374,13,"AT5G08315.1_ranked_2","A","B"
1375,3,"AT5G08315.1_ranked_2","A","B"
1376,11,"AT5G08315.1_ranked_2","A","B"
1377,10,"AT5G08315.1_ranked_2","A","B"
1378,6,"AT5G08315.1_ranked_2","A","B"
1379,6,"AT5G11580.1_ranked_0","A","B"
1380,15,"AT5G11580.1_ranked_0","A","B"
1381,6,"AT5G11580.1_ranked_0","A","B"
1382,6,"AT5G11580.1_ranked_0","A","B"
1383,3,"AT5G11580.1_ranked_0","A","B"
1384,13,"AT5G11580.1_ranked_0","A","B"
1385,6,"AT5G11580.1_ranked_0","A","B"
1386,17,"AT5G11580.1_ranked_0","A","B"
1387,4,"AT5G11580.1_ranked_0","A","B"
1388,6,"AT5G11580.1_ranked_0","A","B"
1389,3,"AT5G11580.1_ranked_0","A","B"
1390,6,"AT5G11580.1_ranked_0","A","B"
1391,7,"AT5G11580.1_ranked_0","A","B"
1392,4,"AT5G11580.1_ranked_0","A","B"
1393,3,"AT5G11580.1_ranked_0","A","B"
1394,14,"AT5G11580.1_ranked_0","A","B"
1395,3,"AT5G11580.1_ranked_0","A","B"
1396,9,"AT5G11580.1_ranked_0","A","B"
1397,1,"AT5G11580.1_ranked_0","A","B"
1398,11,"AT5G11580.1_ranked_1","A","B"
1399,13,"AT5G11580.1_ranked_1","A","B"
1400,1,"AT5G11580.1_ranked_1","A","B"
1401,4,"AT5G11580.1_ranked_1","A","B"
1402,16,"AT5G11580.1_ranked_1","A","B"
1403,10,"AT5G11580.1_ranked_1","A","B"
1404,5,"AT5G11580.1_ranked_1","A","B"
1405,3,"AT5G11580.1_ranked_1","A","B"
1406,15,"AT5G11580.1_ranked_1","A","B"
1407,11,"AT5G11580.1_ranked_2","A","B"
1408,5,"AT5G11580.1_ranked_2","A","B"
1409,6,"AT5G11580.1_ranked_2","A","B"
1410,13,"AT5G11580.1_ranked_2","A","B"
1411,5,"AT5G11580.1_ranked_2","A","B"
1412,17,"AT5G11580.1_ranked_2","A","B"
1413,3,"AT5G11580.1_ranked_2","A","B"
1414,4,"AT5G11580.1_ranked_2","A","B"
1415,5,"AT5G11580.1_ranked_2","A","B"
1416,17,"AT5G11580.1_ranked_2","A","B"
1417,4,"AT5G11580.1_ranked_2","A","B"
1418,10,"AT5G11580.1_ranked_2","A","B"
1419,3,"AT5G11580.1_ranked_2","A","B"
1420,3,"AT5G11580.1_ranked_2","A","B"
1421,3,"AT5G11580.1_ranked_2","A","B"
1422,1,"AT5G11580.1_ranked_2","A","B"
1423,9,"AT5G11580.1_ranked_2","A","B"
1424,3,"AT5G11580.1_ranked_2","A","B"
1425,8,"AT5G11580.1_ranked_2","A","B"
1426,12,"AT5G11580.1_ranked_2","A","B"
1427,3,"AT5G11580.1_ranked_2","A","B"
1428,6,"AT5G11710.1_ranked_0","A","B"
1429,7,"AT5G11710.1_ranked_0","A","B"
1430,1,"AT5G11710.1_ranked_0","A","B"
1431,1,"AT5G11710.1_ranked_0","A","B"
1432,9,"AT5G11710.1_ranked_0","A","B"
1433,9,"AT5G11710.1_ranked_0","A","B"
1434,6,"AT5G11710.1_ranked_0","A","B"
1435,6,"AT5G11710.1_ranked_0","A","B"
1436,6,"AT5G11710.1_ranked_0","A","B"
1437,3,"AT5G11710.1_ranked_0","A","B"
1438,5,"AT5G11710.1_ranked_0","A","B"
1439,6,"AT5G11710.1_ranked_0","A","B"
1440,13,"AT5G11710.1_ranked_0","A","B"
1441,6,"AT5G11710.1_ranked_1","A","B"
1442,3,"AT5G11710.1_ranked_1","A","B"
1443,5,"AT5G11710.1_ranked_1","A","B"
1444,1,"AT5G11710.1_ranked_1","A","B"
1445,6,"AT5G11710.1_ranked_1","A","B"
1446,8,"AT5G11710.1_ranked_1","A","B"
1447,15,"AT5G11710.1_ranked_1","A","B"
1448,3,"AT5G11710.1_ranked_2","A","B"
1449,6,"AT5G11710.1_ranked_2","A","B"
1450,8,"AT5G11710.1_ranked_2","A","B"
1451,9,"AT5G11710.1_ranked_2","A","B"
1452,6,"AT5G11710.1_ranked_2","A","B"
1453,6,"AT5G11710.1_ranked_2","A","B"
1454,7,"AT5G11710.1_ranked_2","A","B"
1455,16,"AT5G12250.1_ranked_0","A","B"
1456,6,"AT5G12250.1_ranked_0","A","B"
1457,13,"AT5G12250.1_ranked_0","A","B"
1458,12,"AT5G12250.1_ranked_0","A","B"
1459,3,"AT5G12250.1_ranked_0","A","B"
1460,5,"AT5G12250.1_ranked_0","A","B"
1461,3,"AT5G12250.1_ranked_0","A","B"
1462,1,"AT5G12250.1_ranked_0","A","B"
1463,3,"AT5G12250.1_ranked_0","A","B"
1464,15,"AT5G12250.1_ranked_0","A","B"
1465,1,"AT5G12250.1_ranked_0","A","B"
1466,6,"AT5G12250.1_ranked_0","A","B"
1467,12,"AT5G12250.1_ranked_0","A","B"
1468,10,"AT5G12250.1_ranked_0","A","B"
1469,13,"AT5G12250.1_ranked_0","A","B"
1470,9,"AT5G12250.1_ranked_0","A","B"
1471,16,"AT5G12250.1_ranked_1","A","B"
1472,1,"AT5G12250.1_ranked_1","A","B"
1473,3,"AT5G12250.1_ranked_1","A","B"
1474,3,"AT5G12250.1_ranked_1","A","B"
1475,9,"AT5G12250.1_ranked_1","A","B"
1476,12,"AT5G12250.1_ranked_1","A","B"
1477,7,"AT5G12250.1_ranked_1","A","B"
1478,3,"AT5G12250.1_ranked_1","A","B"
1479,6,"AT5G12250.1_ranked_1","A","B"
1480,3,"AT5G12250.1_ranked_1","A","B"
1481,9,"AT5G12250.1_ranked_1","A","B"
1482,15,"AT5G12250.1_ranked_1","A","B"
1483,10,"AT5G12250.1_ranked_1","A","B"
1484,15,"AT5G12250.1_ranked_2","A","B"
1485,15,"AT5G12250.1_ranked_2","A","B"
1486,1,"AT5G12250.1_ranked_2","A","B"
1487,8,"AT5G12250.1_ranked_2","A","B"
1488,3,"AT5G12250.1_ranked_2","A","B"
1489,9,"AT5G12250.1_ranked_2","A","B"
1490,7,"AT5G12250.1_ranked_2","A","B"
1491,1,"AT5G12250.1_ranked_2","A","B"
1492,6,"AT5G12250.1_ranked_2","A","B"
1493,9,"AT5G12250.1_ranked_2","A","B"
1494,13,"AT5G12250.1_ranked_2","A","B"
1495,1,"AT5G13780.1_ranked_0","A","B"
1496,12,"AT5G13780.1_ranked_0","A","B"
1497,6,"AT5G13780.1_ranked_0","A","B"
1498,6,"AT5G13780.1_ranked_0","A","B"
1499,3,"AT5G13780.1_ranked_0","A","B"
1500,14,"AT5G13780.1_ranked_0","A","B"
1501,1,"AT5G13780.1_ranked_0","A","B"
1502,9,"AT5G13780.1_ranked_0","A","B"
1503,5,"AT5G13780.1_ranked_0","A","B"
1504,2,"AT5G13780.1_ranked_0","A","B"
1505,6,"AT5G13780.1_ranked_0","A","B"
1506,3,"AT5G13780.1_ranked_0","A","B"
1507,6,"AT5G13780.1_ranked_0","A","B"
1508,6,"AT5G13780.1_ranked_0","A","B"
1509,6,"AT5G13780.1_ranked_1","A","B"
1510,14,"AT5G13780.1_ranked_1","A","B"
1511,6,"AT5G13780.1_ranked_1","A","B"
1512,14,"AT5G13780.1_ranked_1","A","B"
1513,2,"AT5G13780.1_ranked_1","A","B"
1514,11,"AT5G13780.1_ranked_1","A","B"
1515,11,"AT5G13780.1_ranked_1","A","B"
1516,9,"AT5G13780.1_ranked_1","A","B"
1517,6,"AT5G13780.1_ranked_1","A","B"
1518,8,"AT5G13780.1_ranked_2","A","B"
1519,6,"AT5G13780.1_ranked_2","A","B"
1520,16,"AT5G13780.1_ranked_2","A","B"
1521,13,"AT5G13780.1_ranked_2","A","B"
1522,1,"AT5G13780.1_ranked_2","A","B"
1523,13,"AT5G13780.1_ranked_2","A","B"
1524,1,"AT5G13780.1_ranked_2","A","B"
1525,11,"AT5G13780.1_ranked_2","A","B"
1526,3,"AT5G13780.1_ranked_2","A","B"
1527,1,"AT5G13960.1_ranked_0","A","B"
1528,3,"AT5G13960.1_ranked_0","A","B"
1529,12,"AT5G13960.1_ranked_0","A","B"
1530,3,"AT5G13960.1_ranked_0","A","B"
1531,11,"AT5G13960.1_ranked_0","A","B"
1532,17,"AT5G13960.1_ranked_0","A","B"
1533,5,"AT5G13960.1_ranked_0","A","B"
1534,3,"AT5G13960.1_ranked_0","A","B"
1535,3,"AT5G13960.1_ranked_0","A","B"
1536,5,"AT5G13960.1_ranked_0","A","B"
1537,3,"AT5G13960.1_ranked_0","A","B"
1538,7,"AT5G13960.1_ranked_0","A","B"
1539,9,"AT5G13960.1_ranked_0","A","B"
1540,5,"AT5G13960.1_ranked_0","A","B"
1541,13,"AT5G13960.1_ranked_0","A","B"
1542,13,"AT5G13960.1_ranked_0","A","B"
1543,10,"AT5G13960.1_ranked_0","A","B"
1544,6,"AT5G13960.1_ranked_0","A","B"
1545,5,"AT5G13960.1_ranked_0","A","B"
1546,1,"AT5G13960.1_ranked_0","A","B"
1547,3,"AT5G13960.1_ranked_0","A","B"
1548,3,"AT5G13960.1_ranked_1","A","B"
1549,17,"AT5G13960.1_ranked_1","A","B"
1550,3,"AT5G13960.1_ranked_1","A","B"
1551,3,"AT5G13960.1_ranked_1","A","B"
1552,2,"AT5G13960.1_ranked_1","A","B"
1553,7,"AT5G13960.1_ranked_1","A","B"
1554,5,"AT5G13960.1_ranked_1","A","B"
1555,3,"AT5G13960.1_ranked_1","A","B"
1556,3,"AT5G13960.1_ranked_1","A","B"
1557,6,"AT5G13960.1_ranked_1","A","B"
1558,5,"AT5G13960.1_ranked_1","A","B"
1559,3,"AT5G13960.1_ranked_1","A","B"
1560,11,"AT5G13960.1_ranked_1","A","B"
1561,6,"AT5G13960.1_ranked_1","A","B"
1562,6,"AT5G13960.1_ranked_1","A","B"
1563,6,"AT5G13960.1_ranked_1","A","B"
1564,3,"AT5G13960.1_ranked_1","A","B"
1565,13,"AT5G13960.1_ranked_1","A","B"
1566,8,"AT5G13960.1_ranked_1","A","B"
1567,6,"AT5G13960.1_ranked_1","A","B"
1568,11,"AT5G13960.1_ranked_1","A","B"
1569,6,"AT5G13960.1_ranked_1","A","B"
1570,8,"AT5G13960.1_ranked_1","A","B"
1571,13,"AT5G13960.1_ranked_1","A","B"
1572,6,"AT5G13960.1_ranked_1","A","B"
1573,12,"AT5G13960.1_ranked_2","A","B"
1574,11,"AT5G13960.1_ranked_2","A","B"
1575,15,"AT5G13960.1_ranked_2","A","B"
1576,6,"AT5G13960.1_ranked_2","A","B"
1577,12,"AT5G13960.1_ranked_2","A","B"
1578,1,"AT5G13960.1_ranked_2","A","B"
1579,3,"AT5G13960.1_ranked_2","A","B"
1580,5,"AT5G13960.1_ranked_2","A","B"
1581,3,"AT5G13960.1_ranked_2","A","B"
1582,11,"AT5G13960.1_ranked_2","A","B"
1583,15,"AT5G13960.1_ranked_2","A","B"
1584,6,"AT5G13960.1_ranked_2","A","B"
1585,13,"AT5G13960.1_ranked_2","A","B"
1586,8,"AT5G13960.1_ranked_2","A","B"
1587,6,"AT5G13960.1_ranked_2","A","B"
1588,3,"AT5G13960.1_ranked_2","A","B"
1589,3,"AT5G13960.1_ranked_2","A","B"
1590,5,"AT5G13960.1_ranked_2","A","B"
1591,3,"AT5G13960.1_ranked_2","A","B"
1592,3,"AT5G13960.1_ranked_2","A","B"
1593,1,"AT5G13960.1_ranked_2","A","B"
1594,6,"AT5G14740.1_ranked_0","A","B"
1595,9,"AT5G14740.1_ranked_0","A","B"
1596,6,"AT5G14740.1_ranked_0","A","B"
1597,11,"AT5G14740.1_ranked_0","A","B"
1598,3,"AT5G14740.1_ranked_0","A","B"
1599,1,"AT5G14740.1_ranked_0","A","B"
1600,3,"AT5G14740.1_ranked_0","A","B"
1601,6,"AT5G14740.1_ranked_1","A","B"
1602,9,"AT5G14740.1_ranked_1","A","B"
1603,11,"AT5G14740.1_ranked_1","A","B"
1604,3,"AT5G14740.1_ranked_1","A","B"
1605,6,"AT5G14740.1_ranked_1","A","B"
1606,15,"AT5G14740.1_ranked_1","A","B"
1607,1,"AT5G14740.1_ranked_1","A","B"
1608,1,"AT5G14740.1_ranked_1","A","B"
1609,3,"AT5G14740.1_ranked_1","A","B"
1610,6,"AT5G14740.1_ranked_2","A","B"
1611,9,"AT5G14740.1_ranked_2","A","B"
1612,3,"AT5G14740.1_ranked_2","A","B"
1613,1,"AT5G14740.1_ranked_2","A","B"
1614,3,"AT5G22060.1_ranked_0","A","B"
1615,13,"AT5G22060.1_ranked_1","A","B"
1616,2,"AT5G22060.1_ranked_1","A","B"
1617,1,"AT5G22060.1_ranked_1","A","B"
1618,8,"AT5G22060.1_ranked_1","A","B"
1619,2,"AT5G22060.1_ranked_1","A","B"
1620,9,"AT5G22060.1_ranked_1","A","B"
1621,5,"AT5G22060.1_ranked_2","A","B"
1622,12,"AT5G22060.1_ranked_2","A","B"
1623,9,"AT5G22060.1_ranked_2","A","B"
1624,4,"AT5G22060.1_ranked_2","A","B"
1625,9,"AT5G23860.1_ranked_0","A","B"
1626,16,"AT5G23860.1_ranked_0","A","B"
1627,1,"AT5G23860.1_ranked_0","A","B"
1628,16,"AT5G23860.1_ranked_0","A","B"
1629,1,"AT5G23860.1_ranked_0","A","B"
1630,5,"AT5G23860.1_ranked_0","A","B"
1631,13,"AT5G23860.1_ranked_0","A","B"
1632,15,"AT5G23860.1_ranked_0","A","B"
1633,6,"AT5G23860.1_ranked_1","A","B"
1634,10,"AT5G23860.1_ranked_1","A","B"
1635,16,"AT5G23860.1_ranked_1","A","B"
1636,13,"AT5G23860.1_ranked_1","A","B"
1637,10,"AT5G23860.1_ranked_1","A","B"
1638,3,"AT5G23860.1_ranked_1","A","B"
1639,9,"AT5G23860.1_ranked_1","A","B"
1640,3,"AT5G23860.1_ranked_1","A","B"
1641,15,"AT5G23860.1_ranked_1","A","B"
1642,1,"AT5G23860.1_ranked_1","A","B"
1643,6,"AT5G23860.1_ranked_1","A","B"
1644,5,"AT5G23860.1_ranked_1","A","B"
1645,6,"AT5G23860.1_ranked_1","A","B"
1646,5,"AT5G23860.1_ranked_1","A","B"
1647,8,"AT5G23860.1_ranked_1","A","B"
1648,6,"AT5G23860.1_ranked_1","A","B"
